Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Tratamiento_1 Spectral Count	Tratamiento_2 Spectral Count	Tratamiento_3 Spectral Count	Tratamiento_4 Spectral Count	Tratamiento_5 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Tratamiento_1 Unique Spectral Count	Tratamiento_2 Unique Spectral Count	Tratamiento_3 Unique Spectral Count	Tratamiento_4 Unique Spectral Count	Tratamiento_5 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Tratamiento_1 Total Spectral Count	Tratamiento_2 Total Spectral Count	Tratamiento_3 Total Spectral Count	Tratamiento_4 Total Spectral Count	Tratamiento_5 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Tratamiento_1 Intensity	Tratamiento_2 Intensity	Tratamiento_3 Intensity	Tratamiento_4 Intensity	Tratamiento_5 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Tratamiento_1 MaxLFQ Intensity	Tratamiento_2 MaxLFQ Intensity	Tratamiento_3 MaxLFQ Intensity	Tratamiento_4 MaxLFQ Intensity	Tratamiento_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96C11|FGGY_HUMAN	Q96C11	FGGY_HUMAN	FGGY	551	Homo sapiens	1:Experimental evidence at protein level	FGGY carbohydrate kinase domain-containing protein	0.9716	0.999	1	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1914.9515	9894.63	14561.95	7530.562	11609.49	5662.03	8282.605	0.0	0.0	11617.95	1914.9515	9894.63	14561.95	7530.562	11609.49	5662.03	8282.605	0.0	0.0	11617.95	
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.999	9	98	54	98	10	11	11	8	10	10	10	12	8	8	5	6	6	4	6	6	5	7	5	4	10	11	11	8	10	10	10	12	8	8	450553.97	429387.16	442818.9	393415.94	434007.62	425526.0	438900.78	448949.5	433894.62	405790.75	230742.47	215496.9	220263.55	197851.42	224181.64	246018.5	229560.06	214758.9	238321.42	236298.14	
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens	1:Experimental evidence at protein level	Galactose mutarotase	1.0	0.999	4	31	31	31	3	3	3	4	3	4	5	2	2	2	3	3	3	4	3	4	5	2	2	2	3	3	3	4	3	4	5	2	2	2	52593.117	27449.68	74323.7	63613.547	34024.582	52265.76	58538.93	44188.836	53507.83	50641.22	23795.479	23701.865	49103.383	29088.514	28636.135	18605.37	25931.867	20527.764	26980.883	23369.887	
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase 2	1.0	0.999	8	49	49	55	6	1	6	7	6	2	6	7	4	4	6	1	6	7	6	2	6	7	4	4	7	1	7	8	6	3	7	8	4	4	156783.84	152635.27	118788.336	149656.64	138975.08	135910.9	147047.45	147898.52	122883.734	171877.95	53900.207	51064.9	45384.94	52295.43	46503.535	51284.37	48278.914	50785.4	50332.26	53381.44	
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	1:Experimental evidence at protein level	m7GpppX diphosphatase	1.0	0.999	6	92	92	92	9	8	8	8	12	8	9	10	9	11	9	8	8	8	12	8	9	10	9	11	9	8	8	8	12	8	9	10	9	11	267531.34	314948.97	282997.38	277050.06	324095.06	202161.34	294758.97	264497.34	281446.03	300371.06	120171.11	132224.86	123808.586	130297.06	141591.67	110935.16	132243.08	120022.664	130509.33	135629.39	
sp|Q96C90|PP14B_HUMAN	Q96C90	PP14B_HUMAN	PPP1R14B	147	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14B	1.0	0.999	6	111	111	111	12	14	9	13	10	9	13	7	11	13	12	14	9	13	10	9	13	7	11	13	12	14	9	13	10	9	13	7	11	13	395575.38	431609.8	412763.03	380962.38	419876.38	494188.6	448093.66	420113.7	452282.84	474752.44	205226.88	225805.72	202058.7	206953.53	227271.27	238012.02	257655.5	211383.6	226979.14	227876.19	
sp|Q96CC6|RHDF1_HUMAN	Q96CC6	RHDF1_HUMAN	RHBDF1	855	Homo sapiens	1:Experimental evidence at protein level	Inactive rhomboid protein 1	0.9716	0.999	1	14	14	14	1	1	1	2	1	2	3	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	2	1	2	3	1	1	1	27540.117	33741.684	28538.209	28308.686	31282.8	26892.28	28483.28	22843.764	16028.011	25222.11	27540.117	33741.684	28538.209	28308.686	31282.8	26892.28	28483.28	22843.764	16028.011	25222.11	
sp|Q96CD0|FBXL8_HUMAN	Q96CD0	FBXL8_HUMAN	FBXL8	374	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 8	0.9975	0.999	2	14	14	14	2	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	16119.564	15272.807	22565.977	19351.004	18853.016	13673.854	20370.717	16916.084	12445.405	21742.371	16119.564	15272.807	22565.977	19351.004	18853.016	13673.854	20370.717	16916.084	12445.405	13167.28	
sp|Q96CD2|COAC_HUMAN	Q96CD2	COAC_HUMAN	PPCDC	204	Homo sapiens	1:Experimental evidence at protein level	Phosphopantothenoylcysteine decarboxylase	0.9715	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	14834.609	0.0	14715.621	0.0	12861.637	0.0	0.0	0.0	0.0	0.0	14834.609	0.0	14715.621	0.0	12861.637	0.0	0.0	
sp|Q96CG8|CTHR1_HUMAN	Q96CG8	CTHR1_HUMAN	CTHRC1	243	Homo sapiens	1:Experimental evidence at protein level	Collagen triple helix repeat-containing protein 1	1.0	0.999	7	55	55	55	7	4	4	7	3	7	8	6	6	3	7	4	4	7	3	7	8	6	6	3	7	4	4	7	3	7	8	6	6	3	260880.66	186609.92	158386.48	239161.84	174438.94	228437.52	231364.16	218907.9	228012.9	158087.5	154295.94	84644.64	86164.484	133727.25	116421.76	149881.62	151902.4	124674.73	100161.234	102634.97	
sp|Q96CM3|RUSD4_HUMAN	Q96CM3	RUSD4_HUMAN	RPUSD4	377	Homo sapiens	1:Experimental evidence at protein level	Pseudouridylate synthase RPUSD4, mitochondrial	0.9716	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4643.7637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CM8|ACSF2_HUMAN	Q96CM8	ACSF2_HUMAN	ACSF2	615	Homo sapiens	1:Experimental evidence at protein level	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	0.9716	0.999	1	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	11972.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CN4|EVI5L_HUMAN	Q96CN4	EVI5L_HUMAN	EVI5L	794	Homo sapiens	1:Experimental evidence at protein level	EVI5-like protein	0.9999	0.999	2	4	4	4	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	19863.826	11732.735	17843.982	114565.04	14677.7	13112.027	32494.293	0.0	23525.168	20378.531	27896.145	14208.862	21609.854	20599.57	17775.344	18414.127	14845.15	0.0	33038.023	28618.982	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.999	4	44	44	44	3	3	3	3	4	7	5	8	5	3	3	3	3	3	4	7	5	8	5	3	3	3	3	3	4	7	5	8	5	3	77284.586	75391.09	66161.234	79783.47	82995.7	83598.48	87441.7	77119.125	78321.234	81260.09	30968.56	31061.152	31378.596	34895.926	34362.152	35038.684	36509.855	31827.299	33958.21	33126.938	
sp|Q96CN9|GCC1_HUMAN	Q96CN9	GCC1_HUMAN	GCC1	775	Homo sapiens	1:Experimental evidence at protein level	GRIP and coiled-coil domain-containing protein 1	1.0	0.999	3	11	11	11	2	2	1	1	1	2	0	2	0	0	2	2	1	1	1	2	0	2	0	0	2	2	1	1	1	2	0	2	0	0	48339.273	49882.203	48302.625	51612.023	47167.78	39834.312	34755.46	42285.86	41435.13	40161.35	26967.129	30573.686	33623.117	27252.8	26581.125	27438.78	22882.664	30472.053	28908.102	27177.105	
sp|Q96CS2|HAUS1_HUMAN	Q96CS2	HAUS1_HUMAN	HAUS1	278	Homo sapiens	1:Experimental evidence at protein level	HAUS augmin-like complex subunit 1	1.0	0.999	2	11	11	11	0	1	2	0	0	1	2	2	1	2	0	1	2	0	0	1	2	2	1	2	0	1	2	0	0	1	2	2	1	2	9567.136	19951.05	17297.654	0.0	0.0	15343.529	13323.309	8992.499	8047.034	19371.52	8703.459	11191.2295	8188.0376	0.0	0.0	7834.545	7754.208	12673.719	11341.213	11299.542	
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens	1:Experimental evidence at protein level	FAS-associated factor 2	1.0	0.999	13	102	102	102	13	10	11	10	10	8	8	9	9	14	13	10	11	10	10	8	8	9	9	14	13	10	11	10	10	8	8	9	9	14	458881.75	474788.62	398042.34	389908.34	427051.25	391560.06	379233.38	399898.62	431897.75	463977.72	81671.71	88204.97	71680.48	75027.984	78218.45	68853.52	71810.27	80882.695	84788.43	85211.62	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.999	8	84	84	84	7	9	11	10	9	10	3	8	9	8	7	9	11	10	9	10	3	8	9	8	7	9	11	10	9	10	3	8	9	8	209683.11	263293.38	261301.5	245034.25	279138.03	239242.0	146672.56	194143.81	232920.72	216633.31	68744.75	65750.78	64511.42	56469.168	75314.28	57096.484	34662.84	51124.723	65354.055	52358.316	
sp|Q96CU9|FXRD1_HUMAN	Q96CU9	FXRD1_HUMAN	FOXRED1	486	Homo sapiens	1:Experimental evidence at protein level	FAD-dependent oxidoreductase domain-containing protein 1	1.0	0.999	2	7	7	7	1	0	1	1	2	1	0	1	0	0	1	0	1	1	2	1	0	1	0	0	1	0	1	1	2	1	0	1	0	0	13397.57	18532.604	80709.92	14369.95	15733.415	54070.617	7165.2085	72395.21	0.0	9321.343	23349.877	32299.44	24328.639	25044.584	27420.89	14793.63	12487.842	13185.446	0.0	16245.648	
sp|Q96CV9|OPTN_HUMAN	Q96CV9	OPTN_HUMAN	OPTN	577	Homo sapiens	1:Experimental evidence at protein level	Optineurin	1.0	0.999	13	75	75	75	9	9	8	7	8	5	6	7	8	8	9	9	8	7	8	5	6	7	8	8	9	9	8	7	8	5	6	7	8	8	266355.12	213879.61	210862.95	241543.22	212476.16	228284.17	214746.61	165584.7	220301.47	214508.56	53030.273	54731.293	57164.91	56845.16	56683.79	66083.71	60146.195	54797.453	54822.977	51754.645	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.999	11	154	154	154	14	14	15	15	15	17	15	13	21	15	14	14	15	15	15	17	15	13	21	15	14	14	15	15	15	17	15	13	21	15	668652.1	775613.7	664738.3	623426.94	659322.94	565132.25	590453.0	653335.5	678144.8	734917.1	256359.88	250641.38	268845.28	246712.0	257834.69	231164.8	267350.28	257844.16	268059.16	226301.19	
sp|Q96CW5|GCP3_HUMAN	Q96CW5	GCP3_HUMAN	TUBGCP3	907	Homo sapiens	1:Experimental evidence at protein level	Gamma-tubulin complex component 3	1.0	0.999	14	68	68	68	6	9	8	7	8	8	5	5	6	6	6	9	8	7	8	8	5	5	6	6	6	9	8	7	8	8	5	5	6	6	149620.95	140799.66	145246.12	188509.72	138076.61	192240.06	146307.42	151022.17	119084.71	142504.83	25824.7	28171.771	28945.896	28115.703	30390.305	27143.584	29559.762	30602.803	23913.297	28806.941	
sp|Q96CX2|KCD12_HUMAN	Q96CX2	KCD12_HUMAN	KCTD12	325	Homo sapiens	1:Experimental evidence at protein level	BTB/POZ domain-containing protein KCTD12	1.0	0.999	13	222	195	222	24	22	22	21	26	21	19	24	21	22	20	19	18	19	24	18	18	22	18	19	24	22	22	21	26	21	19	24	21	22	1523105.1	968357.1	1092614.0	1443539.9	1376114.0	1348285.4	1344676.6	1388048.4	1027045.2	946364.7	338922.94	243678.45	253528.33	336696.47	262810.38	308325.3	294784.1	303149.84	265184.28	230717.58	
sp|Q96D15|RCN3_HUMAN	Q96D15	RCN3_HUMAN	RCN3	328	Homo sapiens	1:Experimental evidence at protein level	Reticulocalbin-3	1.0	0.999	15	427	427	427	42	39	41	44	35	50	44	51	41	40	42	39	41	44	35	50	44	51	41	40	42	39	41	44	35	50	44	51	41	40	2500101.5	1665884.6	2007202.1	1918597.9	1940476.4	2644438.5	2034421.5	2296336.5	1980933.5	1981039.8	586234.75	473229.5	460202.6	452126.66	463561.12	552896.3	496782.06	465672.56	490566.3	514754.72	
sp|Q96D46|NMD3_HUMAN	Q96D46	NMD3_HUMAN	NMD3	503	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal export protein NMD3	1.0	0.999	3	22	22	22	0	2	3	2	3	2	2	3	3	2	0	2	3	2	3	2	2	3	3	2	0	2	3	2	3	2	2	3	3	2	47246.805	49492.79	46804.527	47508.836	54839.664	46830.11	49029.07	39197.414	36740.38	39072.176	19909.031	20453.535	18697.512	21009.07	22268.158	19195.78	20825.088	21199.744	19616.059	21233.8	
sp|Q96D53|COQ8B_HUMAN	Q96D53	COQ8B_HUMAN	COQ8B	544	Homo sapiens	1:Experimental evidence at protein level	Atypical kinase COQ8B, mitochondrial	1.0	0.999	2	17	17	17	2	4	4	5	2	0	0	0	0	0	2	4	4	5	2	0	0	0	0	0	2	4	4	5	2	0	0	0	0	0	32701.47	110967.63	43023.867	41485.742	48251.25	5034.4326	4555.57	2351.3562	7063.0464	5704.6484	17198.537	40308.555	21581.555	22215.006	24093.895	4836.8706	4376.7993	4356.009	6785.8774	5480.7856	
sp|Q96D70|R3HD4_HUMAN	Q96D70	R3HD4_HUMAN	R3HDM4	268	Homo sapiens	1:Experimental evidence at protein level	R3H domain-containing protein 4	0.9716	0.999	1	9	9	9	1	0	1	1	1	2	1	1	1	0	1	0	1	1	1	2	1	1	1	0	1	0	1	1	1	2	1	1	1	0	21944.639	18972.312	22208.064	19465.717	21680.709	24625.568	19172.363	18655.787	19995.852	17570.162	21944.639	18972.312	22208.064	19465.717	21680.709	24625.568	19172.363	18655.787	19995.852	17570.162	
sp|Q96D71|REPS1_HUMAN	Q96D71	REPS1_HUMAN	REPS1	796	Homo sapiens	1:Experimental evidence at protein level	RalBP1-associated Eps domain-containing protein 1	1.0	0.999	3	25	25	25	1	3	2	4	3	2	3	3	2	2	1	3	2	4	3	2	3	3	2	2	1	3	2	4	3	2	3	3	2	2	24798.031	26679.062	20824.799	22509.826	26552.088	48599.297	27215.922	31207.453	38601.508	58862.566	16974.857	22827.377	20824.799	19446.38	23088.93	30837.385	19870.17	20448.768	28985.367	28274.922	
sp|Q96DA2|RB39B_HUMAN	Q96DA2	RB39B_HUMAN	RAB39B	213	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-39B	0.9654	0.9988	2	1	1	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	4	2	2	3	1	2	3	1	1	0.0	7530.036	0.0	0.0	0.0	0.0	0.0	8418.12	10635.563	10793.8545	0.0	7530.036	0.0	0.0	0.0	0.0	0.0	8418.12	10635.563	10793.8545	
sp|Q96DB5|RMD1_HUMAN	Q96DB5	RMD1_HUMAN	RMDN1	314	Homo sapiens	1:Experimental evidence at protein level	Regulator of microtubule dynamics protein 1	1.0	0.999	7	21	21	21	2	0	1	1	2	3	6	1	3	2	2	0	1	1	2	3	6	1	3	2	2	0	1	1	2	3	6	1	3	2	57665.11	17974.049	392699.38	30846.797	34180.66	98233.59	122408.98	35606.383	44339.37	27407.441	57734.81	21716.697	30358.547	40819.46	27454.408	41100.727	51019.86	43147.414	23734.871	17975.68	
sp|Q96DD7|SHSA4_HUMAN	Q96DD7	SHSA4_HUMAN	SHISA4	197	Homo sapiens	1:Experimental evidence at protein level	Protein shisa-4	0.9641	0.9987	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	10769.913	11692.64	6876.408	0.0	8989.307	10107.654	0.0	0.0	0.0	0.0	10769.913	11692.64	6876.408	0.0	8989.307	10107.654	0.0	0.0	
sp|Q96DE0|NUD16_HUMAN	Q96DE0	NUD16_HUMAN	NUDT16	195	Homo sapiens	1:Experimental evidence at protein level	U8 snoRNA-decapping enzyme	1.0	0.999	3	31	31	31	3	4	2	2	3	2	6	2	4	3	3	4	2	2	3	2	6	2	4	3	3	4	2	2	3	2	6	2	4	3	71302.625	89081.414	82160.08	72521.63	68725.18	63736.832	79737.67	63786.75	62141.195	82518.2	42159.46	57103.184	59386.016	47597.85	38538.395	40786.12	45506.906	41264.836	45881.605	66321.73	
sp|Q96DF8|ESS2_HUMAN	Q96DF8	ESS2_HUMAN	ESS2	476	Homo sapiens	1:Experimental evidence at protein level	Splicing factor ESS-2 homolog	0.9711	0.999	1	4	4	4	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	12902.818	8826.664	14238.041	11027.551	13749.08	15312.877	12104.748	14996.575	10263.225	7087.275	12902.818	8826.664	14238.041	11027.551	13749.08	15312.877	12104.748	14996.575	10263.225	7087.275	
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	1:Experimental evidence at protein level	Carboxymethylenebutenolidase homolog	1.0	0.999	4	26	26	26	3	3	2	2	3	2	2	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	2	2	3	2	2	3	3	3	94534.8	55196.047	49731.027	68267.81	86226.21	83033.93	75872.984	49275.21	59116.92	76290.05	27611.197	26521.973	23880.002	29597.682	27681.85	33552.484	31467.2	22658.986	19617.357	23230.406	
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein Musashi homolog 2	1.0	0.999	4	27	27	27	3	2	3	5	2	3	2	3	4	0	3	2	3	5	2	3	2	3	4	0	3	2	3	5	2	3	2	3	4	0	97017.34	33461.484	59495.39	102954.45	70346.27	101599.836	64981.195	99794.17	74540.48	24758.336	38608.42	30082.762	31872.352	39726.523	36483.414	37196.465	34762.043	39650.992	29653.562	27076.55	
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.999	8	51	51	51	6	5	5	4	4	4	4	4	7	8	6	5	5	4	4	4	4	4	7	8	6	5	5	4	4	4	4	4	7	8	177124.9	179419.95	164250.05	129119.01	128474.49	125639.54	132301.97	136060.55	186112.12	219610.08	47492.195	50405.152	46017.0	40837.195	41310.78	41444.684	41536.85	43465.305	51052.598	54867.348	
sp|Q96DM3|RMC1_HUMAN	Q96DM3	RMC1_HUMAN	RMC1	657	Homo sapiens	1:Experimental evidence at protein level	Regulator of MON1-CCZ1 complex	1.0	0.999	4	9	9	9	0	0	3	1	0	1	2	1	0	1	0	0	3	1	0	1	2	1	0	1	0	0	3	1	0	1	2	1	0	1	29396.234	36576.305	54998.16	56515.01	14274.0625	38136.62	40262.78	29190.873	12009.365	35671.793	16151.984	13697.21	15961.745	17321.887	14433.175	14400.674	14947.974	15199.229	14261.53	13004.098	
sp|Q96DU7|IP3KC_HUMAN	Q96DU7	IP3KC_HUMAN	ITPKC	683	Homo sapiens	1:Experimental evidence at protein level	Inositol-trisphosphate 3-kinase C	0.97	0.9989	1	2	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0.0	4408.454	4199.674	6072.015	0.0	5698.511	5464.5796	6190.8315	6790.944	0.0	0.0	4408.454	4199.674	6072.015	0.0	5698.511	5464.5796	6190.8315	6790.944	0.0	
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL38	1.0	0.999	4	22	22	22	4	2	2	3	3	2	1	3	1	1	4	2	2	3	3	2	1	3	1	1	4	2	2	3	3	2	1	3	1	1	296412.25	79005.88	50774.195	114663.22	82260.99	41082.957	75645.56	109566.08	88116.62	13842.22	72988.53	42166.21	34123.52	73640.29	57783.004	45223.906	37450.36	49568.19	41776.695	21743.97	
sp|Q96DX4|RSPRY_HUMAN	Q96DX4	RSPRY_HUMAN	RSPRY1	576	Homo sapiens	1:Experimental evidence at protein level	RING finger and SPRY domain-containing protein 1	1.0	0.999	2	4	4	4	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	6509.969	0.0	5512.216	0.0	0.0	0.0	0.0	0.0	5482.949	15368.912	7643.626	0.0	6472.122	0.0	0.0	0.0	0.0	0.0	6437.759	6221.4087	
sp|Q96DZ1|ERLEC_HUMAN	Q96DZ1	ERLEC_HUMAN	ERLEC1	483	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum lectin 1	1.0	0.999	13	83	83	83	7	8	8	7	9	9	10	8	10	7	7	8	8	7	9	9	10	8	10	7	7	8	8	7	9	9	10	8	10	7	402706.66	361476.2	417931.12	206497.88	399871.28	205599.72	360662.06	187743.34	467660.56	390747.56	123834.8	121280.7	129785.18	118241.44	122984.09	117815.13	126127.195	118599.984	130239.6	123680.59	
sp|Q96E11|RRFM_HUMAN	Q96E11	RRFM_HUMAN	MRRF	262	Homo sapiens	1:Experimental evidence at protein level	Ribosome-recycling factor, mitochondrial	1.0	0.999	4	53	53	53	7	11	10	7	6	3	2	1	4	2	7	11	10	7	6	3	2	1	4	2	7	11	10	7	6	3	2	1	4	2	133553.36	122107.49	112666.86	126796.055	106774.38	58224.473	54744.492	53825.355	29684.963	77283.08	47536.52	45710.727	38823.32	45295.29	46193.137	31551.67	29976.107	25037.252	19112.979	50296.016	
sp|Q96E29|MTEF3_HUMAN	Q96E29	MTEF3_HUMAN	MTERF3	417	Homo sapiens	1:Experimental evidence at protein level	Transcription termination factor 3, mitochondrial	0.9931	0.9985	2	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	16967.45	13479.003	8591.421	11687.652	8880.873	0.0	0.0	0.0	0.0	0.0	65855.016	8584.833	7078.3706	9629.319	6374.4014	0.0	
sp|Q96EB1|ELP4_HUMAN	Q96EB1	ELP4_HUMAN	ELP4	424	Homo sapiens	1:Experimental evidence at protein level	Elongator complex protein 4	0.9999	0.999	2	6	6	6	0	1	2	0	0	2	0	1	0	0	0	1	2	0	0	2	0	1	0	0	0	1	2	0	0	2	0	1	0	0	16400.146	4654.68	21621.594	15630.133	0.0	10676.051	19035.842	21269.73	0.0	5978.373	14372.567	8429.952	12757.5625	13697.752	0.0	9356.151	11447.558	12239.646	0.0	10827.253	
sp|Q96ED9|HOOK2_HUMAN	Q96ED9	HOOK2_HUMAN	HOOK2	719	Homo sapiens	1:Experimental evidence at protein level	Protein Hook homolog 2	0.9957	0.999	2	3	3	3	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0.0	21639.73	11542.652	11765.235	13276.881	0.0	0.0	0.0	0.0	0.0	0.0	21639.73	11542.652	11765.235	13276.881	0.0	0.0	0.0	0.0	0.0	
sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	Homo sapiens	1:Experimental evidence at protein level	Nucleoporin SEH1	1.0	0.999	3	28	28	28	2	3	2	4	2	3	3	3	3	3	2	3	2	4	2	3	3	3	3	3	2	3	2	4	2	3	3	3	3	3	82666.46	43369.36	52473.215	70475.09	57444.25	45865.227	36972.86	51251.145	49421.89	52265.613	37005.4	27037.957	27650.744	40708.477	28142.531	22872.668	23233.805	26728.867	23954.299	25052.463	
sp|Q96EE4|CC126_HUMAN	Q96EE4	CC126_HUMAN	CCDC126	140	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 126	0.9714	0.999	1	4	4	4	0	0	0	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EI5|TCAL4_HUMAN	Q96EI5	TCAL4_HUMAN	TCEAL4	215	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor A protein-like 4	0.9682	0.9989	1	4	0	4	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	15955.63	0.0	0.0	0.0	13844.32	0.0	6161.648	7232.368	0.0	10113.198	15955.63	0.0	0.0	0.0	13844.32	0.0	6161.648	7232.368	0.0	10113.198	sp|Q9H3H9|TCAL2_HUMAN
sp|Q96EK4|THA11_HUMAN	Q96EK4	THA11_HUMAN	THAP11	314	Homo sapiens	1:Experimental evidence at protein level	THAP domain-containing protein 11	0.9661	0.9988	1	7	7	7	1	1	1	2	1	1	0	0	0	0	1	1	1	2	1	1	0	0	0	0	1	1	1	2	1	1	0	0	0	0	8541.495	5403.7427	9136.446	9341.296	9181.589	7586.0977	0.0	8241.988	0.0	0.0	8541.495	5403.7427	9136.446	9341.296	9181.589	7586.0977	0.0	8241.988	0.0	0.0	
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	Homo sapiens	1:Experimental evidence at protein level	KIF-binding protein	1.0	0.999	9	56	56	56	6	11	5	4	6	4	6	6	4	4	6	11	5	4	6	4	6	6	4	4	6	11	5	4	6	4	6	6	4	4	124893.586	131627.39	117427.41	161252.06	127452.89	98118.734	148368.56	144181.67	124185.67	119334.71	39491.01	39667.766	39881.406	40184.92	40138.676	37180.758	39012.96	44194.29	35891.14	44360.906	
